"Year","StationId","Station.Sampled","Primary","Av_ShtLt","Av_ShtLn","Doy","Date","Lat","Lon","DAvWh"
2021,195,0,"VIa_Coast",55.9135384615385,-6.67469230769231,276,2021-10-03,55.9245752895753,-6.67048109965636,NA
2022,195,1,"VIa_Coast",55.9135384615385,-6.67469230769231,310,2022-11-06,55.9245752895753,-6.67048109965636,3.6957165796608
2012,196,1,"VIa_Medium",55.2892222222222,-6.50255555555556,275,2012-10-01,55.2770849420849,-6.49603436426117,2.10921899174142
2013,196,1,"VIa_Medium",55.2892222222222,-6.50255555555556,273,2013-09-30,55.2770849420849,-6.49603436426117,0.805602209162954
2014,196,0,"VIa_Medium",55.2892222222222,-6.50255555555556,268,2014-09-25,55.2770849420849,-6.49603436426117,1.59960154112812
2015,196,1,"VIa_Medium",55.2892222222222,-6.50255555555556,267,2015-09-24,55.2770849420849,-6.49603436426117,2.63309507632923
2016,196,0,"VIa_Medium",55.2892222222222,-6.50255555555556,299,2016-10-25,55.2770849420849,-6.49603436426117,NA
2017,196,1,"VIa_Medium",55.2892222222222,-6.50255555555556,285,2017-10-12,55.2770849420849,-6.49603436426117,2.13041261523684
2018,196,1,"VIa_Medium",55.2892222222222,-6.50255555555556,308,2018-11-04,55.2770849420849,-6.49603436426117,2.96942435858237
2019,196,0,"VIa_Medium",55.2892222222222,-6.50255555555556,269,2019-09-26,55.2770849420849,-6.49603436426117,NA
2020,196,0,"VIa_Medium",55.2892222222222,-6.50255555555556,268,2020-09-24,55.2770849420849,-6.49603436426117,NA
2021,196,0,"VIa_Medium",55.2892222222222,-6.50255555555556,286,2021-10-13,55.2770849420849,-6.49603436426117,NA
2022,196,1,"VIa_Medium",55.2892222222222,-6.50255555555556,313,2022-11-09,55.2770849420849,-6.49603436426117,2.10311108933015
2012,197,0,"VIIb_Deep",53.4358,-11.6534,321,2012-11-16,53.4342277992278,-11.6546735395189,2.90950814508382
2013,197,0,"VIIb_Deep",53.4358,-11.6534,347,2013-12-13,53.4342277992278,-11.6546735395189,NA
2014,197,1,"VIIb_Deep",53.4358,-11.6534,321,2014-11-17,53.4342277992278,-11.6546735395189,1.86488695592387
2015,197,1,"VIIb_Deep",53.4358,-11.6534,347,2015-12-13,53.4342277992278,-11.6546735395189,3.19809080033545
2016,197,0,"VIIb_Deep",53.4358,-11.6534,321,2016-11-16,53.4342277992278,-11.6546735395189,5.99963130742918
2017,197,0,"VIIb_Deep",53.4358,-11.6534,347,2017-12-13,53.4342277992278,-11.6546735395189,NA
2018,197,1,"VIIb_Deep",53.4358,-11.6534,317,2018-11-13,53.4342277992278,-11.6546735395189,3.20465507335421
2019,197,0,"VIIb_Deep",53.4358,-11.6534,319,2019-11-15,53.4342277992278,-11.6546735395189,3.40638504659378
2020,197,0,"VIIb_Deep",53.4358,-11.6534,321,2020-11-16,53.4342277992278,-11.6546735395189,4.6867628690643
2021,197,1,"VIIb_Deep",53.4358,-11.6534,319,2021-11-15,53.4342277992278,-11.6546735395189,4.00154815771001
2022,197,0,"VIIb_Deep",53.4358,-11.6534,317,2022-11-13,53.4342277992278,-11.6546735395189,4.15619031877904
2012,198,1,"VIIb_Slope",53.265625,-11.911375,345,2012-12-10,53.2599034749035,-11.903883161512,2.97070001028144
2013,198,1,"VIIb_Slope",53.265625,-11.911375,327,2013-11-23,53.2599034749035,-11.903883161512,NA
2014,198,1,"VIIb_Slope",53.265625,-11.911375,322,2014-11-18,53.2599034749035,-11.903883161512,2.79880936815806
2015,198,0,"VIIb_Slope",53.265625,-11.911375,317,2015-11-13,53.2599034749035,-11.903883161512,NA
2016,198,0,"VIIb_Slope",53.265625,-11.911375,345,2016-12-10,53.2599034749035,-11.903883161512,NA
2017,198,0,"VIIb_Slope",53.265625,-11.911375,327,2017-11-23,53.2599034749035,-11.903883161512,NA
2018,198,1,"VIIb_Slope",53.265625,-11.911375,317,2018-11-13,53.2599034749035,-11.903883161512,3.1964036341501
2019,198,0,"VIIb_Slope",53.265625,-11.911375,317,2019-11-13,53.2599034749035,-11.903883161512,5.58594427575333
2020,198,0,"VIIb_Slope",53.265625,-11.911375,345,2020-12-10,53.2599034749035,-11.903883161512,3.30229924669845
2021,198,0,"VIIb_Slope",53.265625,-11.911375,327,2021-11-23,53.2599034749035,-11.903883161512,1.90105241193562
2022,198,0,"VIIb_Slope",53.265625,-11.911375,322,2022-11-18,53.2599034749035,-11.903883161512,3.8900319489337
2012,207,1,"VIIb_Slope",53.3088888888889,-12.2467777777778,345,2012-12-10,53.3097104247104,-12.2527766323024,3.01164419941583
2013,207,1,"VIIb_Slope",53.3088888888889,-12.2467777777778,327,2013-11-23,53.3097104247104,-12.2527766323024,NA
2014,207,1,"VIIb_Slope",53.3088888888889,-12.2467777777778,322,2014-11-18,53.3097104247104,-12.2527766323024,2.86175699960076
2015,207,0,"VIIb_Slope",53.3088888888889,-12.2467777777778,320,2015-11-16,53.3097104247104,-12.2527766323024,5.07444805662219
2016,207,0,"VIIb_Slope",53.3088888888889,-12.2467777777778,320,2016-11-15,53.3097104247104,-12.2527766323024,3.24753575356179
2017,207,0,"VIIb_Slope",53.3088888888889,-12.2467777777778,344,2017-12-10,53.3097104247104,-12.2527766323024,NA
2018,207,0,"VIIb_Slope",53.3088888888889,-12.2467777777778,330,2018-11-26,53.3097104247104,-12.2527766323024,2.82176685270706
2019,207,1,"VIIb_Slope",53.3088888888889,-12.2467777777778,320,2019-11-16,53.3097104247104,-12.2527766323024,3.21338928879344
2020,207,0,"VIIb_Slope",53.3088888888889,-12.2467777777778,320,2020-11-15,53.3097104247104,-12.2527766323024,NA
2021,207,0,"VIIb_Slope",53.3088888888889,-12.2467777777778,320,2021-11-16,53.3097104247104,-12.2527766323024,4.91203252019502
2022,207,1,"VIIb_Slope",53.3088888888889,-12.2467777777778,320,2022-11-16,53.3097104247104,-12.2527766323024,4.5624708115518
2012,208,0,"VIIb_Slope",53.1281666666667,-12.322,322,2012-11-17,53.1353861003861,-12.3275395189003,4.75023865274805
2013,208,0,"VIIb_Slope",53.1281666666667,-12.322,335,2013-12-01,53.1353861003861,-12.3275395189003,NA
2014,208,1,"VIIb_Slope",53.1281666666667,-12.322,322,2014-11-18,53.1353861003861,-12.3275395189003,2.8613630683152
2015,208,0,"VIIb_Slope",53.1281666666667,-12.322,320,2015-11-16,53.1353861003861,-12.3275395189003,5.00767908659736
2016,208,1,"VIIb_Slope",53.1281666666667,-12.322,335,2016-11-30,53.1353861003861,-12.3275395189003,2.58698344383139
2017,208,0,"VIIb_Slope",53.1281666666667,-12.322,335,2017-12-01,53.1353861003861,-12.3275395189003,2.23119309296267
2018,208,1,"VIIb_Slope",53.1281666666667,-12.322,319,2018-11-15,53.1353861003861,-12.3275395189003,4.48531230951873
2019,208,1,"VIIb_Slope",53.1281666666667,-12.322,320,2019-11-16,53.1353861003861,-12.3275395189003,3.19572609681197
2020,208,0,"VIIb_Slope",53.1281666666667,-12.322,322,2020-11-17,53.1353861003861,-12.3275395189003,4.36503565630896
2021,208,0,"VIIb_Slope",53.1281666666667,-12.322,335,2021-12-01,53.1353861003861,-12.3275395189003,NA
2022,208,0,"VIIb_Slope",53.1281666666667,-12.322,319,2022-11-15,53.1353861003861,-12.3275395189003,4.96410663232118
2012,209,0,"VIIb_Slope",52.972,-12.0808571428571,327,2012-11-22,52.9610617760618,-12.0783298969072,NA
2013,209,1,"VIIb_Slope",52.972,-12.0808571428571,327,2013-11-23,52.9610617760618,-12.0783298969072,NA
2014,209,0,"VIIb_Slope",52.972,-12.0808571428571,319,2014-11-15,52.9610617760618,-12.0783298969072,3.5317561852927
2015,209,0,"VIIb_Slope",52.972,-12.0808571428571,323,2015-11-19,52.9610617760618,-12.0783298969072,4.2905014896406
2016,209,1,"VIIb_Slope",52.972,-12.0808571428571,335,2016-11-30,52.9610617760618,-12.0783298969072,2.55969263362764
2017,209,0,"VIIb_Slope",52.972,-12.0808571428571,335,2017-12-01,52.9610617760618,-12.0783298969072,2.22202906728763
2018,209,1,"VIIb_Slope",52.972,-12.0808571428571,319,2018-11-15,52.9610617760618,-12.0783298969072,4.41726453482319
2019,209,0,"VIIb_Slope",52.972,-12.0808571428571,323,2019-11-19,52.9610617760618,-12.0783298969072,5.62312034882703
2020,209,0,"VIIb_Slope",52.972,-12.0808571428571,327,2020-11-22,52.9610617760618,-12.0783298969072,3.88467687769473
2021,209,1,"VIIb_Slope",52.972,-12.0808571428571,323,2021-11-19,52.9610617760618,-12.0783298969072,3.25452634666967
2022,209,0,"VIIb_Slope",52.972,-12.0808571428571,319,2022-11-15,52.9610617760618,-12.0783298969072,4.95677775202387
2012,210,1,"VIIb_Slope",52.7125454545455,-12.0602727272727,344,2012-12-09,52.712027027027,-12.0534089347079,1.69119974364079
2013,210,0,"VIIb_Slope",52.7125454545455,-12.0602727272727,332,2013-11-28,52.712027027027,-12.0534089347079,2.68748128592963
2014,210,1,"VIIb_Slope",52.7125454545455,-12.0602727272727,323,2014-11-19,52.712027027027,-12.0534089347079,3.47468149908015
2015,210,0,"VIIb_Slope",52.7125454545455,-12.0602727272727,328,2015-11-24,52.712027027027,-12.0534089347079,5.19271284066734
2016,210,1,"VIIb_Slope",52.7125454545455,-12.0602727272727,335,2016-11-30,52.712027027027,-12.0534089347079,2.53945554691948
2017,210,0,"VIIb_Slope",52.7125454545455,-12.0602727272727,322,2017-11-18,52.712027027027,-12.0534089347079,2.64732008256308
2018,210,0,"VIIb_Slope",52.7125454545455,-12.0602727272727,341,2018-12-07,52.712027027027,-12.0534089347079,7.21094603674611
2019,210,1,"VIIb_Slope",52.7125454545455,-12.0602727272727,321,2019-11-17,52.712027027027,-12.0534089347079,3.95448827381174
2020,210,1,"VIIb_Slope",52.7125454545455,-12.0602727272727,330,2020-11-25,52.712027027027,-12.0534089347079,5.02719354340279
2021,210,0,"VIIb_Slope",52.7125454545455,-12.0602727272727,328,2021-11-24,52.712027027027,-12.0534089347079,3.18321731679037
2022,210,1,"VIIb_Slope",52.7125454545455,-12.0602727272727,321,2022-11-17,52.712027027027,-12.0534089347079,3.64518806256427
2012,211,0,"VIIb_Slope",53.8264,-11.4256,316,2012-11-11,53.8326833976834,-11.4303848797251,NA
2013,211,0,"VIIb_Slope",53.8264,-11.4256,319,2013-11-15,53.8326833976834,-11.4303848797251,NA
2014,211,0,"VIIb_Slope",53.8264,-11.4256,318,2014-11-14,53.8326833976834,-11.4303848797251,4.66750765191655
2015,211,0,"VIIb_Slope",53.8264,-11.4256,318,2015-11-14,53.8326833976834,-11.4303848797251,NA
2016,211,0,"VIIb_Slope",53.8264,-11.4256,316,2016-11-11,53.8326833976834,-11.4303848797251,NA
2017,211,0,"VIIb_Slope",53.8264,-11.4256,319,2017-11-15,53.8326833976834,-11.4303848797251,3.73013962667618
2018,211,1,"VIIb_Slope",53.8264,-11.4256,316,2018-11-12,53.8326833976834,-11.4303848797251,4.5046749886962
2019,211,1,"VIIb_Slope",53.8264,-11.4256,319,2019-11-15,53.8326833976834,-11.4303848797251,3.36304194492543
2020,211,0,"VIIb_Slope",53.8264,-11.4256,316,2020-11-11,53.8326833976834,-11.4303848797251,NA
2021,211,1,"VIIb_Slope",53.8264,-11.4256,318,2021-11-14,53.8326833976834,-11.4303848797251,4.77557470731278
2022,211,1,"VIIb_Slope",53.8264,-11.4256,318,2022-11-14,53.8326833976834,-11.4303848797251,4.43160679933816
2012,212,0,"VIIb_Slope",53.9547777777778,-11.5192222222222,331,2012-11-26,53.9572007722008,-11.5300687285223,3.74728091963546
2013,212,1,"VIIb_Slope",53.9547777777778,-11.5192222222222,331,2013-11-27,53.9572007722008,-11.5300687285223,2.63651499911696
2014,212,0,"VIIb_Slope",53.9547777777778,-11.5192222222222,316,2014-11-12,53.9572007722008,-11.5300687285223,NA
2015,212,1,"VIIb_Slope",53.9547777777778,-11.5192222222222,348,2015-12-14,53.9572007722008,-11.5300687285223,3.19790181997889
2016,212,0,"VIIb_Slope",53.9547777777778,-11.5192222222222,331,2016-11-26,53.9572007722008,-11.5300687285223,NA
2017,212,0,"VIIb_Slope",53.9547777777778,-11.5192222222222,348,2017-12-14,53.9572007722008,-11.5300687285223,NA
2018,212,1,"VIIb_Slope",53.9547777777778,-11.5192222222222,316,2018-11-12,53.9572007722008,-11.5300687285223,4.47845287836402
2019,212,0,"VIIb_Slope",53.9547777777778,-11.5192222222222,318,2019-11-14,53.9572007722008,-11.5300687285223,5.70668901117905
2020,212,0,"VIIb_Slope",53.9547777777778,-11.5192222222222,331,2020-11-26,53.9572007722008,-11.5300687285223,3.27594253207639
2021,212,1,"VIIb_Slope",53.9547777777778,-11.5192222222222,318,2021-11-14,53.9572007722008,-11.5300687285223,4.80439374927787
2022,212,0,"VIIb_Slope",53.9547777777778,-11.5192222222222,316,2022-11-12,53.9572007722008,-11.5300687285223,3.81057436615103
2012,213,1,"VIa_Slope",54.7292,-10.4453,268,2012-09-24,54.7292084942085,-10.4335463917526,2.68596346634843
2013,213,1,"VIa_Slope",54.7292,-10.4453,269,2013-09-26,54.7292084942085,-10.4335463917526,1.55755372081925
2014,213,0,"VIa_Slope",54.7292,-10.4453,278,2014-10-05,54.7292084942085,-10.4335463917526,NA
2015,213,0,"VIa_Slope",54.7292,-10.4453,305,2015-11-01,54.7292084942085,-10.4335463917526,NA
2016,213,0,"VIa_Slope",54.7292,-10.4453,268,2016-09-24,54.7292084942085,-10.4335463917526,NA
2017,213,1,"VIa_Slope",54.7292,-10.4453,278,2017-10-05,54.7292084942085,-10.4335463917526,3.17618611607989
2018,213,0,"VIa_Slope",54.7292,-10.4453,278,2018-10-05,54.7292084942085,-10.4335463917526,NA
2019,213,1,"VIa_Slope",54.7292,-10.4453,305,2019-11-01,54.7292084942085,-10.4335463917526,1.48018964821084
2020,213,0,"VIa_Slope",54.7292,-10.4453,268,2020-09-24,54.7292084942085,-10.4335463917526,NA
2021,213,0,"VIa_Slope",54.7292,-10.4453,269,2021-09-26,54.7292084942085,-10.4335463917526,NA
2022,213,0,"VIa_Slope",54.7292,-10.4453,278,2022-10-05,54.7292084942085,-10.4335463917526,NA
2012,214,1,"VIa_Medium",54.767,-10.087,268,2012-09-24,54.7790154440154,-10.0846529209622,2.65714892625047
2013,214,1,"VIa_Medium",54.767,-10.087,278,2013-10-05,54.7790154440154,-10.0846529209622,1.68431941407163
2014,214,0,"VIa_Medium",54.767,-10.087,276,2014-10-03,54.7790154440154,-10.0846529209622,4.49328518707577
2015,214,0,"VIa_Medium",54.767,-10.087,297,2015-10-24,54.7790154440154,-10.0846529209622,NA
2016,214,1,"VIa_Medium",54.767,-10.087,270,2016-09-26,54.7790154440154,-10.0846529209622,2.47120194576775
2017,214,0,"VIa_Medium",54.767,-10.087,308,2017-11-04,54.7790154440154,-10.0846529209622,NA
2018,214,1,"VIa_Medium",54.767,-10.087,303,2018-10-30,54.7790154440154,-10.0846529209622,3.07629805564567
2019,214,1,"VIa_Medium",54.767,-10.087,305,2019-11-01,54.7790154440154,-10.0846529209622,1.37382751929515
2020,214,0,"VIa_Medium",54.767,-10.087,276,2020-10-02,54.7790154440154,-10.0846529209622,NA
2021,214,0,"VIa_Medium",54.767,-10.087,297,2021-10-24,54.7790154440154,-10.0846529209622,NA
2022,214,1,"VIa_Medium",54.767,-10.087,307,2022-11-03,54.7790154440154,-10.0846529209622,4.2225822389011
2012,215,1,"VIa_Deep",55.081875,-10.0679375,271,2012-09-27,55.0778571428571,-10.0597319587629,1.66508144750441
2013,215,1,"VIa_Deep",55.081875,-10.0679375,269,2013-09-26,55.0778571428571,-10.0597319587629,1.57195883320156
2014,215,1,"VIa_Deep",55.081875,-10.0679375,268,2014-09-25,55.0778571428571,-10.0597319587629,2.62085392718975
2015,215,1,"VIa_Deep",55.081875,-10.0679375,263,2015-09-20,55.0778571428571,-10.0597319587629,2.61935467892509
2016,215,1,"VIa_Deep",55.081875,-10.0679375,270,2016-09-26,55.0778571428571,-10.0597319587629,2.50145701784862
2017,215,1,"VIa_Deep",55.081875,-10.0679375,278,2017-10-05,55.0778571428571,-10.0597319587629,3.21539721341635
2018,215,1,"VIa_Deep",55.081875,-10.0679375,303,2018-10-30,55.0778571428571,-10.0597319587629,3.2180867018115
2019,215,1,"VIa_Deep",55.081875,-10.0679375,305,2019-11-01,55.0778571428571,-10.0597319587629,1.45267170785072
2020,215,0,"VIa_Deep",55.081875,-10.0679375,307,2020-11-02,55.0778571428571,-10.0597319587629,4.53975550536643
2021,215,1,"VIa_Deep",55.081875,-10.0679375,304,2021-10-31,55.0778571428571,-10.0597319587629,3.1115362568141
2022,215,1,"VIa_Deep",55.081875,-10.0679375,308,2022-11-04,55.0778571428571,-10.0597319587629,3.30723807321672
2012,216,1,"VIa_Slope",55.33025,-9.862875,271,2012-09-27,55.3268918918919,-9.86036426116839,1.65400561912443
2013,216,0,"VIa_Slope",55.33025,-9.862875,268,2013-09-25,55.3268918918919,-9.86036426116839,NA
2014,216,1,"VIa_Slope",55.33025,-9.862875,268,2014-09-25,55.3268918918919,-9.86036426116839,2.65350812856169
2015,216,1,"VIa_Slope",55.33025,-9.862875,263,2015-09-20,55.3268918918919,-9.86036426116839,2.62715371205881
2016,216,0,"VIa_Slope",55.33025,-9.862875,268,2016-09-24,55.3268918918919,-9.86036426116839,NA
2017,216,0,"VIa_Slope",55.33025,-9.862875,263,2017-09-20,55.3268918918919,-9.86036426116839,NA
2018,216,0,"VIa_Slope",55.33025,-9.862875,271,2018-09-28,55.3268918918919,-9.86036426116839,NA
2019,216,0,"VIa_Slope",55.33025,-9.862875,268,2019-09-25,55.3268918918919,-9.86036426116839,NA
2020,216,0,"VIa_Slope",55.33025,-9.862875,263,2020-09-19,55.3268918918919,-9.86036426116839,NA
2021,216,0,"VIa_Slope",55.33025,-9.862875,271,2021-09-28,55.3268918918919,-9.86036426116839,NA
2022,216,0,"VIa_Slope",55.33025,-9.862875,268,2022-09-25,55.3268918918919,-9.86036426116839,NA
2012,217,0,"VIa_Slope",55.49625,-9.5165,270,2012-09-26,55.5012162162162,-9.51147079037801,4.22677074269168
2013,217,1,"VIa_Slope",55.49625,-9.5165,270,2013-09-27,55.5012162162162,-9.51147079037801,1.12261757718413
2014,217,1,"VIa_Slope",55.49625,-9.5165,270,2014-09-27,55.5012162162162,-9.51147079037801,3.94769668693934
2015,217,0,"VIa_Slope",55.49625,-9.5165,280,2015-10-07,55.5012162162162,-9.51147079037801,NA
2016,217,1,"VIa_Slope",55.49625,-9.5165,272,2016-09-28,55.5012162162162,-9.51147079037801,5.09151266372481
2017,217,1,"VIa_Slope",55.49625,-9.5165,279,2017-10-06,55.5012162162162,-9.51147079037801,3.1151004860813
2018,217,0,"VIa_Slope",55.49625,-9.5165,269,2018-09-26,55.5012162162162,-9.51147079037801,NA
2019,217,0,"VIa_Slope",55.49625,-9.5165,273,2019-09-30,55.5012162162162,-9.51147079037801,NA
2020,217,1,"VIa_Slope",55.49625,-9.5165,341,2020-12-06,55.5012162162162,-9.51147079037801,2.82152663597346
2021,217,0,"VIa_Slope",55.49625,-9.5165,341,2021-12-07,55.5012162162162,-9.51147079037801,NA
2022,217,0,"VIa_Slope",55.49625,-9.5165,270,2022-09-27,55.5012162162162,-9.51147079037801,NA
2012,219,0,"VIa_Slope",55.9985,-9.21983333333333,270,2012-09-26,55.9992857142857,-9.21241924398625,3.95852324497565
2013,219,1,"VIa_Slope",55.9985,-9.21983333333333,270,2013-09-27,55.9992857142857,-9.21241924398625,1.13689815180195
2014,219,1,"VIa_Slope",55.9985,-9.21983333333333,270,2014-09-27,55.9992857142857,-9.21241924398625,4.06305017957175
2015,219,1,"VIa_Slope",55.9985,-9.21983333333333,264,2015-09-21,55.9992857142857,-9.21241924398625,2.70172301376435
2016,219,0,"VIa_Slope",55.9985,-9.21983333333333,308,2016-11-03,55.9992857142857,-9.21241924398625,NA
2017,219,0,"VIa_Slope",55.9985,-9.21983333333333,309,2017-11-05,55.9992857142857,-9.21241924398625,NA
2018,219,1,"VIa_Slope",55.9985,-9.21983333333333,305,2018-11-01,55.9992857142857,-9.21241924398625,2.49019273328143
2019,219,1,"VIa_Slope",55.9985,-9.21983333333333,307,2019-11-03,55.9992857142857,-9.21241924398625,3.37238570128469
2020,219,0,"VIa_Slope",55.9985,-9.21983333333333,269,2020-09-25,55.9992857142857,-9.21241924398625,NA
2021,219,0,"VIa_Slope",55.9985,-9.21983333333333,303,2021-10-30,55.9992857142857,-9.21241924398625,2.04971853644329
2022,219,1,"VIa_Slope",55.9985,-9.21983333333333,309,2022-11-05,55.9992857142857,-9.21241924398625,3.62263216537192
2012,221,1,"VIa_Coast",55.6336428571429,-7.55435714285714,275,2012-10-01,55.6257335907336,-7.5427147766323,3.54749264504641
2013,221,1,"VIa_Coast",55.6336428571429,-7.55435714285714,274,2013-10-01,55.6257335907336,-7.5427147766323,2.16954460338189
2014,221,1,"VIa_Coast",55.6336428571429,-7.55435714285714,272,2014-09-29,55.6257335907336,-7.5427147766323,2.18681168427071
2015,221,1,"VIa_Coast",55.6336428571429,-7.55435714285714,268,2015-09-25,55.6257335907336,-7.5427147766323,3.14768824631545
2016,221,0,"VIa_Coast",55.6336428571429,-7.55435714285714,289,2016-10-15,55.6257335907336,-7.5427147766323,NA
2017,221,1,"VIa_Coast",55.6336428571429,-7.55435714285714,282,2017-10-09,55.6257335907336,-7.5427147766323,1.67346233788193
2018,221,1,"VIa_Coast",55.6336428571429,-7.55435714285714,307,2018-11-03,55.6257335907336,-7.5427147766323,4.60222405178558
2019,221,1,"VIa_Coast",55.6336428571429,-7.55435714285714,310,2019-11-06,55.6257335907336,-7.5427147766323,1.22929652410677
2020,221,0,"VIa_Coast",55.6336428571429,-7.55435714285714,312,2020-11-07,55.6257335907336,-7.5427147766323,3.43693960719555
2021,221,1,"VIa_Coast",55.6336428571429,-7.55435714285714,309,2021-11-05,55.6257335907336,-7.5427147766323,1.71675379617058
2022,221,1,"VIa_Coast",55.6336428571429,-7.55435714285714,312,2022-11-08,55.6257335907336,-7.5427147766323,2.91267594983128
2012,222,1,"VIa_Coast",55.2365333333333,-7.58433333333333,275,2012-10-01,55.227277992278,-7.59255670103093,0.436039766130905
2013,222,1,"VIa_Coast",55.2365333333333,-7.58433333333333,274,2013-10-01,55.227277992278,-7.59255670103093,0.508336212411641
2014,222,1,"VIa_Coast",55.2365333333333,-7.58433333333333,275,2014-10-02,55.227277992278,-7.59255670103093,1.10860127181227
2015,222,1,"VIa_Coast",55.2365333333333,-7.58433333333333,269,2015-09-26,55.227277992278,-7.59255670103093,0.313984533606839
2016,222,1,"VIa_Coast",55.2365333333333,-7.58433333333333,277,2016-10-03,55.227277992278,-7.59255670103093,0.683320393753362
2017,222,1,"VIa_Coast",55.2365333333333,-7.58433333333333,283,2017-10-10,55.227277992278,-7.59255670103093,0.51158179857997
2018,222,1,"VIa_Coast",55.2365333333333,-7.58433333333333,307,2018-11-03,55.227277992278,-7.59255670103093,0.545225009712465
2019,222,1,"VIa_Coast",55.2365333333333,-7.58433333333333,312,2019-11-08,55.227277992278,-7.59255670103093,0.715951866450468
2020,222,0,"VIa_Coast",55.2365333333333,-7.58433333333333,313,2020-11-08,55.227277992278,-7.59255670103093,0.487867204658768
2021,222,1,"VIa_Coast",55.2365333333333,-7.58433333333333,311,2021-11-07,55.227277992278,-7.59255670103093,1.0935522960944
2022,222,1,"VIa_Coast",55.2365333333333,-7.58433333333333,314,2022-11-10,55.227277992278,-7.59255670103093,0.551624711398754
2012,224,1,"VIa_Coast",56.0520769230769,-7.00723076923077,274,2012-09-30,56.0490926640927,-7.01937457044674,3.78726705529978
2013,224,1,"VIa_Coast",56.0520769230769,-7.00723076923077,272,2013-09-29,56.0490926640927,-7.01937457044674,1.08529249879785
2014,224,1,"VIa_Coast",56.0520769230769,-7.00723076923077,273,2014-09-30,56.0490926640927,-7.01937457044674,2.29179772711788
2015,224,1,"VIa_Coast",56.0520769230769,-7.00723076923077,266,2015-09-23,56.0490926640927,-7.01937457044674,2.3704277733243
2016,224,1,"VIa_Coast",56.0520769230769,-7.00723076923077,276,2016-10-02,56.0490926640927,-7.01937457044674,2.10688669355424
2017,224,0,"VIa_Coast",56.0520769230769,-7.00723076923077,301,2017-10-28,56.0490926640927,-7.01937457044674,NA
2018,224,1,"VIa_Coast",56.0520769230769,-7.00723076923077,309,2018-11-05,56.0490926640927,-7.01937457044674,2.62799463576416
2019,224,1,"VIa_Coast",56.0520769230769,-7.00723076923077,310,2019-11-06,56.0490926640927,-7.01937457044674,1.03294184441328
2020,224,0,"VIa_Coast",56.0520769230769,-7.00723076923077,308,2020-11-03,56.0490926640927,-7.01937457044674,3.65556678386538
2021,224,1,"VIa_Coast",56.0520769230769,-7.00723076923077,307,2021-11-03,56.0490926640927,-7.01937457044674,2.62017049300342
2022,224,1,"VIa_Coast",56.0520769230769,-7.00723076923077,310,2022-11-06,56.0490926640927,-7.01937457044674,4.16934620154278
2012,225,1,"VIa_Coast",56.19625,-6.7526875,274,2012-09-30,56.1985135135135,-6.7452439862543,3.43773326125648
2013,225,1,"VIa_Coast",56.19625,-6.7526875,272,2013-09-29,56.1985135135135,-6.7452439862543,0.868052371074876
2014,225,1,"VIa_Coast",56.19625,-6.7526875,273,2014-09-30,56.1985135135135,-6.7452439862543,2.16157525212275
2015,225,1,"VIa_Coast",56.19625,-6.7526875,266,2015-09-23,56.1985135135135,-6.7452439862543,2.15770318714463
2016,225,1,"VIa_Coast",56.19625,-6.7526875,276,2016-10-02,56.1985135135135,-6.7452439862543,1.88636644594593
2017,225,1,"VIa_Coast",56.19625,-6.7526875,281,2017-10-08,56.1985135135135,-6.7452439862543,1.87910110369055
2018,225,1,"VIa_Coast",56.19625,-6.7526875,309,2018-11-05,56.1985135135135,-6.7452439862543,2.41824156078071
2019,225,1,"VIa_Coast",56.19625,-6.7526875,308,2019-11-04,56.1985135135135,-6.7452439862543,2.10333299105731
2020,225,0,"VIa_Coast",56.19625,-6.7526875,310,2020-11-05,56.1985135135135,-6.7452439862543,2.64768401174882
2021,225,1,"VIa_Coast",56.19625,-6.7526875,307,2021-11-03,56.1985135135135,-6.7452439862543,2.23088878276633
2022,225,1,"VIa_Coast",56.19625,-6.7526875,310,2022-11-06,56.1985135135135,-6.7452439862543,4.14165278569684
2012,226,1,"VIa_Deep",56.0135714285714,-8.18828571428571,276,2012-10-02,56.0241891891892,-8.19065979381443,3.21089549956167
2013,226,1,"VIa_Deep",56.0135714285714,-8.18828571428571,271,2013-09-28,56.0241891891892,-8.19065979381443,0.771968654413781
2014,226,1,"VIa_Deep",56.0364,-8.0426,271,2014-09-28,56.0241891891892,-8.04113402061856,2.97643462388653
2015,226,0,"VIa_Deep",56.0135714285714,-8.18828571428571,310,2015-11-06,56.0241891891892,-8.19065979381443,NA
2016,226,0,"VIa_Deep",56.0135714285714,-8.18828571428571,308,2016-11-03,56.0241891891892,-8.19065979381443,NA
2017,226,0,"VIa_Deep",56.0135714285714,-8.18828571428571,271.5,2017-09-28,56.0241891891892,-8.19065979381443,NA
2018,226,1,"VIa_Deep",56.0135714285714,-8.18828571428571,306,2018-11-02,56.0241891891892,-8.19065979381443,2.70229275859312
2019,226,1,"VIa_Deep",56.0135714285714,-8.18828571428571,311,2019-11-07,56.0241891891892,-8.19065979381443,3.26801531399436
2020,226,1,"VIa_Deep",56.0364,-8.0426,343,2020-12-08,56.0241891891892,-8.04113402061856,3.277901576664
2021,226,0,"VIa_Deep",56.0135714285714,-8.18828571428571,274,2021-10-01,56.0241891891892,-8.19065979381443,NA
2022,226,0,"VIa_Deep",56.0135714285714,-8.18828571428571,286,2022-10-13,56.0241891891892,-8.19065979381443,NA
